feature	757.38274	758.3665	770.41388	785.37645	836.42229	837.40628	840.45348	841.43773	842.49442	843.38039	852.41677	853.40066	854.39588	863.43221	868.44737	870.52451	886.4209	892.48262	898.49325	899.47705	902.43394	918.42802	945.41926	1045.54011	1079.54524	1088.51173	1095.53926	1099.52295	1105.54824	1106.5323	1111.55861	1115.51669	1116.46459	1117.5204	1122.52616	1125.50121	1127.55238	1137.53676	1154.55134	1161.54277	1162.52665	1172.60882	1173.53102	1176.60709	1177.53708	1178.52143	1182.58102	1183.57626	1184.46262	1192.60136	1192.64908	1198.58655	1199.5705	1201.55348	1202.53744	1208.64275	1223.57987	1228.55909	1239.61054	1240.6423	1241.62628	1244.55292	1248.51148	1249.49539	1264.50562	1267.64032	1274.56601	1287.59678	1307.58583	1328.61	1332.61593	1344.6037	1354.59689	1403.64451	1427.68367	1435.63722	1449.65167	1453.69769	1459.64666	1465.64514	1473.62511	1474.79094	1481.62637	1492.64325	1496.70377	1512.6978	1532.73102	1550.70371	1561.74454	1562.72849	1562.77596	1580.71274	1583.65417	1585.71708	1586.70107	1600.7527	1604.78309	1608.68168	1608.70478	1615.76264	1616.74665	1627.68418	1628.66827	1636.78271	1639.74471	1643.67779	1644.66186	1648.71956	1648.76969	1652.77597	1655.7395	1664.71299	1671.74738	1674.75124	1677.72005	1686.81477	1690.71569	1691.69992	1700.67314	1701.66853	1706.70946	1707.69352	1719.7776	1726.80015	1728.68997	1735.73366	1743.65898	1744.64285	1749.78527	1755.74022	1758.66717	1759.65143	1760.63504	1764.79465	1766.76298	1768.83064	1771.73528	1782.74874	1783.73296	1784.8226	1795.83916	1798.74389	1799.72799	1800.81743	1804.85899	1812.81585	1816.79304	1817.83131	1821.77602	1822.76026	1829.83012	1832.78658	1841.82874	1845.82381	1848.78107	1854.76897	1857.8233	1863.8084	1888.84039	1892.84328	1919.83401	1922.85153	1933.89018	1935.82615	1958.88493	1975.90872	1976.8568	1991.90415	1996.9198	1997.89012	2003.89016	2007.84755	2013.85691	2013.95716	2015.85297	2019.8839	2020.86894	2029.95316	2039.86133	2040.84686	2041.87726	2055.99998	2056.88573	2057.86988	2065.87262	2067.84012	2069.95526	2071.99624	2072.91853	2073.8665	2077.98307	2078.86866	2079.85176	2088.91035	2089.89415	2090.87852	2094.82959	2094.89645	2104.90338	2105.88711	2110.89087	2118.80478	2121.88292	2122.8672	2131.0156	2133.88484	2145.02805	2148.9289	2152.99421	2159.89284	2161.02352	2167.00965	2168.95629	2187.9224	2198.86593	2203.91383	2210.99669	2214.86075	2215.94979	2219.90964	2220.84786	2225.89723	2231.9456	2232.97976	2235.90315	2237.93157	2239.94936	2253.8933	2255.94007	2261.01742	2271.93461	2274.90888	2282.99958	2299.93956	2301.01202	2307.02042	2315.93124	2323.01195	2337.90972	2338.01053	2347.96542	2363.96111	2383.8272	2404.05549	2410.00908	2410.99336	2420.05094	2439.09804	2447.076	2455.09034	2465.08446	2471.08176	2481.07492	2487.07242	2493.95171	2497.06802	2509.94668	2513.06321	2519.05055	2535.04584	2548.06423	2549.04896	2549.08363	2570.04172	2571.09702	2582.07179	2589.10791	2594.02091	2689.09941	2705.0899	2706.07352	2719.06808	2720.05124	2727.07252	2781.16345	2792.15485	2793.16058	2809.15174	2853.22872	2869.22314	2875.21076	2880.20234	2885.21878	2978.10732	2988.10852	3000.28848	3001.16606	3017.15614	3033.28282	3084.20226	3086.16813	3100.19769	3102.16447	3105.27816	3116.19264	3118.15886	3122.17944	3141.27076	3151.29077	3167.257	3183.2491	3186.19509	3200.28268	3216.2732	3227.28849	3228.12341	3243.27653	3244.11249	3399.34809
B1-1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1
B2-1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
B3-1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
B4-1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1
B5-1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1
B6-1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1
B1-2	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1
B2-2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
B3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
