"",label,"703.36253","715.39917","735.33054","785.37665","836.42224","840.45324","852.4166","852.45301","868.44724","882.46238","894.46178","898.49301","955.51199","976.4275","1045.53991","1052.52409","1095.53906","1100.47014","1104.42607","1105.54812","1115.51671","1116.46428","1121.55354","1129.53143","1141.53117","1143.49312","1157.52468","1162.56664","1174.51862","1177.53673","1184.46196","1219.58538","1220.64203","1221.62591","1239.61028","1240.64188","1248.51095","1254.65642","1267.63992","1268.6237","1276.60344","1309.62329","1319.63218","1359.62785","1393.62788","1431.57192","1435.63657","1445.63089","1450.64602","1453.69694","1459.64604","1534.72052","1550.70311","1561.74351","1562.72748","1562.77508","1572.68523","1572.7218","1578.73283","1579.62615","1585.7166","1586.70057","1594.76278","1603.76187","1610.68333","1620.75526","1629.73939","1655.73893","1677.76857","1681.7521","1697.74608","1711.77498","1719.77651","1720.72384","1749.748","1758.66631","1759.65093","1790.8215","1791.65704","1800.79835","1812.81491","1816.79211","1832.78546","1841.86444","1843.7197","1850.76017","1857.85889","1879.80881","1884.8095","1886.88339","1892.84213","1895.80212","1909.86742","1924.82763","1944.86913","1961.89408","1962.84126","1974.8501","1975.90776","1990.84578","1990.91891","1994.85506","1999.83742","2005.86841","2014.86781","2018.91028","2027.89955","2027.973","2039.86138","2040.89283","2043.96477","2044.92339","2050.805","2056.88512","2071.99505","2072.88075","2078.86638","2088.90939","2094.82847","2104.90221","2111.876","2113.90312","2119.99039","2120.89744","2131.01445","2132.99324","2136.92565","2146.94463","2148.92334","2148.98508","2155.05842","2162.93915","2167.91858","2168.95856","2170.93636","2177.00624","2187.92095","2188.02978","2191.95078","2200.88112","2203.88735","2206.00117","2213.93364","2214.85962","2215.94922","2220.95669","2224.8808","2229.92891","2251.88688","2267.02658","2267.87972","2270.94855","2286.94412","2289.83133","2296.96535","2302.05584","2305.82432","2312.95592","2315.9295","2334.96846","2353.87266","2383.82647","2395.00186","2420.04932","2429.07514","2436.04498","2450.03835","2466.03037","2511.11762","2513.06113","2532.03639","2539.14936","2548.0642","2569.97414","2619.06432","2657.11471","2673.10608","2683.05456","2689.0968","2695.08021","2705.08872","2719.06679","2725.17242","2727.03898","2733.1551","2741.16767","2746.11349","2785.1264","2837.27106","2853.22692","2867.31455","2879.24142","2883.23661","2883.30892","2895.23661","2917.18965","2921.1844","2927.29972","2936.26105","2940.25638","2941.1453","2952.25295","2960.25832","2987.18823","2989.13782","2993.26899","3005.13141","3017.1548","3023.13429","3036.19776","3044.19917","3052.19166","3084.19965","3100.19488","3109.28111","3113.20408","3113.2748","3114.21208","3116.1903","3132.18417","3138.14058","3142.2269","3155.2229","3183.2467","3192.26839","3241.16323","3241.2978","3341.29933","3357.29385","3387.34421","3401.3223","3592.31836"
"autruche_s1",birds,0,0,0,0,793801,0,0,0,0,0,0,0,184166,0,0,0,2150430,0,0,0,0,0,0,0,0,0,0,5064661,835534,0,0,1269450,713971,355710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251732,0,0,1852736,618632,678889,0,1152883,943805,0,0,0,0,528331,315018,0,281691,0,0,431014,707199,286651,0,0,0,0,0,0,0,219838,0,572490,483456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4229299,0,0,0,0,0,0,0,0,0,0,1317440,2751506,0,0,0,13695550,0,0,0,0,914304,0,0,1756147,1869031,0,0,0,0,1174780,0,3662094,0,1346190,0,0,0,561035,0,0,0,0,0,1380318,2980928,0,0,213608,0,1113502,1101402,0,1640520,764171,0,0,240275,0,0,0,0,0,0,0,0,0,1443856,0,212462,0,3231876,1010577,0,0,0,0,0,660033,5210644,0,5138040,0,0,2906323,0,257603,728003,5941341,909196,819752,0,0,0,3118443,0,0,1258368,0,0,314318,1597992,0,0,740084,0,0,0,430891,0,0,0,544794,0,1023728,1253520,3677454,1578353,3498283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2102778,0
"autruche_s2",birds,0,0,0,0,824694,0,569456,463476,0,0,0,677196,237002,0,0,0,2401451,0,0,197473,0,0,0,0,168135,0,0,5094932,681047,0,0,1149825,715651,0,0,261360,0,0,0,0,0,0,952925,0,0,0,0,0,446752,0,1172456,0,0,0,692405,617773,0,1135880,0,360672,0,0,0,470909,344906,0,0,0,162180,402145,529258,274362,0,0,160404,0,0,0,0,0,0,526360,323032,0,0,0,0,0,0,0,0,0,0,0,0,178115,0,4166912,0,164870,0,0,0,0,386781,0,0,0,1314600,2618742,0,0,0,13332116,0,0,0,0,953629,0,0,1665627,1902201,0,0,0,0,0,0,3438308,0,1286544,0,0,0,617022,0,0,0,0,619690,1180056,2786159,201081,0,0,0,1098429,1063088,0,1409744,684946,396226,0,289551,0,0,0,0,0,0,0,0,0,1363675,0,0,0,3038113,887200,0,0,0,0,0,706706,4736819,0,4581348,0,0,2856284,0,0,788179,5609327,939095,667113,0,0,0,3426486,0,0,1407041,308079,0,0,1564780,0,0,727128,0,0,0,469109,0,0,0,547198,0,1048942,1319703,3669821,1550295,3723066,0,0,0,0,549759,0,0,0,0,0,0,0,0,0,2005821,0
"autruche_s3",birds,0,0,0,0,860992,144453,608179,503294,0,296180,0,862488,0,0,0,0,2396569,135330,0,286764,0,0,0,0,0,0,0,4833090,609646,0,0,1076869,747670,352732,0,330442,163357,0,0,0,0,0,837889,0,1550172,0,0,0,390639,0,1008648,0,0,1918915,0,717388,0,1174653,0,252605,0,0,0,0,284366,0,0,0,267291,385334,590886,276120,0,0,0,0,0,0,0,295671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902465,0,0,0,0,0,0,394814,0,0,0,1234639,2403896,0,0,0,11897319,0,0,0,0,0,0,0,1649615,1947702,0,0,0,0,890160,0,3100792,0,980195,0,0,0,0,0,0,0,0,572982,1039297,2698273,0,0,0,0,980081,888161,0,1004297,867040,390222,0,0,0,0,0,0,0,0,0,0,0,1409533,0,0,291504,2952533,870939,0,0,0,0,0,777947,5216454,0,4722516,0,0,2487740,0,0,588836,5667709,0,943384,0,0,0,3178767,0,0,1372924,0,0,301333,1573768,0,0,648637,0,0,0,422868,0,0,0,493188,0,1001243,1197865,3344947,1492235,3309388,0,0,1719829,0,0,0,0,0,0,0,0,0,0,0,2275827,0
"oiseau_os_act16_s1",birds,0,0,0,0,442070,0,395312,194101,0,0,0,509930,0,0,0,0,1168250,0,0,788460,0,0,0,0,0,0,0,3466456,318706,0,0,725762,0,223220,0,391172,0,0,0,0,0,0,0,0,700401,0,0,0,0,0,579049,0,0,0,0,339307,0,477292,0,0,0,0,0,0,0,0,0,0,0,0,343527,0,0,0,0,0,0,0,0,0,0,0,268202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774433,0,0,0,0,0,0,0,0,0,950618,0,0,0,0,9192115,497833,357956,0,0,0,0,0,1957246,765825,0,531669,0,0,0,0,1383962,0,0,0,0,0,460354,0,0,0,0,0,679864,0,0,0,0,0,1154483,0,622131,373748,0,476956,0,0,0,0,264048,0,0,0,0,0,0,918405,0,0,0,0,356129,0,0,0,0,0,0,0,0,0,0,1960302,1162503,2432838,0,0,0,0,0,0,0,0,1388854,0,0,0,0,0,0,610272,0,0,203788,0,0,0,445367,0,280812,0,0,0,480632,0,548057,592500,0,0,0,2285047,747432,0,0,0,0,0,0,0,0,0,0,0,0
"oiseau_os_act16_s2",birds,0,0,0,0,440775,0,0,0,0,0,0,348757,0,0,0,0,1190840,0,0,825621,0,0,0,148663,0,0,0,3336760,0,0,0,800317,370455,0,0,306536,0,0,0,0,463331,0,0,0,781167,0,0,0,0,0,633909,0,0,0,264868,344030,0,474000,0,0,0,0,0,305710,0,0,0,0,297715,0,280430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696600,0,0,0,0,0,0,0,0,0,977618,0,0,0,0,8504833,411023,0,0,0,427471,0,0,1722336,613930,0,524460,0,0,746361,0,1216610,0,0,0,0,0,368344,0,0,0,0,0,598549,0,0,500062,0,0,955264,0,507997,389052,0,361675,0,0,0,0,232526,0,0,0,0,0,0,0,0,0,0,0,323410,0,0,0,0,0,0,0,0,0,0,1962970,1108572,2393973,0,0,207312,0,0,0,0,0,1325280,0,0,0,0,0,0,656903,0,0,226207,0,0,0,509154,0,301627,0,0,0,553929,0,566899,603623,0,0,0,2210492,820013,0,0,727132,0,0,0,0,0,0,0,0,0
"oiseau_os_act16_s3",birds,0,0,0,0,0,0,0,0,0,0,0,396233,0,0,0,0,1226623,0,0,868295,0,0,0,0,0,0,0,3567331,354385,0,0,981077,0,0,0,264900,0,0,0,0,488971,0,0,0,648212,0,150504,0,225646,0,663058,0,0,877551,0,251639,0,0,0,0,0,0,0,264182,0,0,0,0,268950,0,322584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720219,0,0,0,0,0,337445,0,0,0,1268352,0,0,0,0,10451841,578444,569802,0,0,0,0,0,2205073,682870,0,693649,0,0,1043385,0,1486052,0,0,0,0,0,420946,0,0,0,0,0,752662,0,0,590679,0,0,1197400,0,748817,472937,0,430008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499131,0,0,0,0,0,0,0,0,409202,0,2226561,1385397,2524994,0,0,297072,0,0,0,0,0,1572590,0,0,0,0,0,0,664026,0,0,0,0,0,0,507251,0,450121,0,0,0,658754,0,689333,0,0,0,0,3095965,944337,0,0,1095235,0,0,0,0,0,0,0,458514,0
"pigeon_os_act21_s1",birds,0,0,0,0,729520,0,0,0,0,313918,0,752580,0,0,0,0,2466724,0,0,1440854,0,0,0,0,0,0,0,4003897,420858,0,0,0,303293,0,0,474794,0,0,195209,0,0,0,732141,0,1143358,0,0,0,0,505739,1147176,0,0,0,488738,461779,0,749091,0,0,0,0,921742,0,238728,0,0,0,0,0,306146,255676,0,0,0,0,0,0,0,0,0,297244,568286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340886,2036885,0,0,0,0,0,0,0,0,0,1368920,881488,0,0,0,13399973,0,404541,0,0,213118,382359,0,729817,1245669,0,0,2647310,0,433169,0,0,0,1440494,0,0,0,0,0,0,0,0,0,0,1641937,0,979528,0,0,1435183,0,855362,503855,388339,0,0,0,0,0,221996,0,0,0,0,0,0,3539287,0,0,0,0,546005,0,1241637,0,0,0,642016,3344027,0,5614635,0,1529383,2035790,4354019,0,0,0,559784,446524,358837,1618380,0,2402726,0,0,547440,0,0,0,786951,0,0,0,0,0,0,213698,0,0,0,318663,0,842816,804487,1259887,537274,0,0,0,6569490,6621277,0,0,0,1309717,1131331,0,0,0,0,0,742847,0
"pigeon_os_act21_s2",birds,0,0,0,0,576213,0,565988,397644,0,220564,0,696869,0,0,0,0,1747873,0,0,985688,0,0,0,0,0,0,0,2621443,0,0,0,571708,221867,0,0,368309,0,0,0,0,0,0,340095,0,655967,0,0,0,0,468756,708507,0,0,0,357926,328833,0,444677,0,0,0,0,679297,0,0,1021813,0,216170,0,0,0,249241,0,0,0,0,0,0,0,0,0,194044,330691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331907,0,0,0,0,0,353972,0,0,0,887777,507359,0,0,0,6963743,0,0,0,0,0,0,0,350896,0,0,0,1360783,0,217179,0,0,0,562279,0,0,0,209460,0,0,0,0,0,0,0,0,0,0,0,698056,0,521977,188660,0,205449,0,0,0,0,0,0,0,0,0,0,0,2166956,0,0,0,0,0,0,868713,0,0,0,448403,2508751,0,3760332,0,0,1317053,2746788,0,0,0,297540,395180,269954,1078261,0,1230169,0,0,347370,0,0,0,417857,0,0,0,0,0,0,0,0,0,0,0,0,457228,405779,789258,0,0,0,0,3456682,3908416,0,0,0,664068,575025,0,0,0,0,572534,564287,0
"pigeon_os_act21_s3",birds,0,0,0,0,556123,0,441384,381388,0,0,0,751835,0,0,0,0,1694224,0,0,891245,0,0,0,0,0,0,0,2280426,280433,0,0,444923,163283,0,0,0,0,0,136871,0,0,0,312194,0,600956,0,0,0,0,491228,504723,0,0,0,364891,217065,0,354401,0,0,0,0,509032,0,0,835065,0,141537,229810,0,0,190397,0,0,0,0,0,0,0,0,0,0,231369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723962,1369921,0,0,0,0,0,217252,0,0,0,0,479451,0,0,0,6397018,0,181398,0,0,0,0,0,312177,650469,0,0,1037635,0,169586,0,0,0,476328,0,0,0,0,0,0,0,0,0,0,0,0,500981,0,0,722163,0,460618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939057,0,0,0,0,0,0,759288,0,0,0,302845,2222723,0,3147311,0,902103,978578,2513211,0,0,0,379858,304672,246436,1020951,0,1376058,0,0,0,0,0,0,416732,0,0,0,0,0,0,0,0,0,0,0,0,381072,386114,443481,0,0,0,0,2845429,3202103,0,0,0,519880,497639,0,0,0,0,407352,409455,0
