,Label,1095.53926,1105.54824,1105.57541,1106.5323,1115.51669,1116.46459,1183.5713,1199.5705,1208.67502,1267.67598,1281.61938,1427.7283,1435.68269,1453.69769,1459.64666,1459.69383,1465.64514,1550.70354,1561.79852,1562.72849,1562.78223,1586.70107,1586.75694,1615.82091,1616.74665,1648.77878,1655.7395,1716.91559,1755.74022,1760.63504,1764.79465,1768.83069,1771.73528,1784.82254,1800.81743,1804.93096,1817.83131,1832.86091,1841.82874,1848.85632,1863.8084,1892.84328,1922.93345,1975.90872,1975.99499,2013.95716,2014.07219,2019.8839,2029.95316,2039.9551,2041.87726,2056.09262,2056.97892,2057.86988,2069.95526,2072.09109,2089.00724,2105.88711,2131.11626,2145.02805,2167.00965,2187.9224,2203.91383,2216.05962,2219.90964,2225.89723,2232.05723,2255.94007,2363.96111,2410.99336,2420.05104,2455.09034,2471.08176,2481.07492,2481.21136,2487.20946,2497.06802,2497.2067,2513.06321,2513.20408,2571.09702,2689.25932,2719.2334,2792.32813,2793.16058,2853.22872,2853.40908,2869.22314,2869.40603,2978.10732,3033.48646,3052.40122,3084.41471,3100.41214,3102.16447,3116.41028,3118.15886,3186.19509,3200.28268,3216.2732,3227.52062,4096.94606
B5-2,Boeuf,14252600,1339494,0,0,1376949,927148,0,0,0,0,0,0,0,0,5067277,0,0,0,0,0,2158315,4631851,0,0,0,7675034,12436008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36946980,0,0,0,16673744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668627,0,560400,0,1101603,1319864,0,0,5398090,0,5622146,0,0,0,0,0,0,7365273,0,1775677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6-1,Boeuf,10553692,1090891,0,0,945340,761932,0,0,0,0,0,0,0,0,5945609,0,0,0,0,1705109,2328974,4508608,0,0,0,6266209,8535661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36116972,0,0,0,13290236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244144,0,0,0,0,0,796870,0,0,0,1383332,1129434,0,0,4604440,0,4914609,0,0,0,0,0,0,6550141,0,1522200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6-2,Boeuf,0,4113552,0,0,414816,578897,0,0,0,0,0,0,0,0,3481918,0,211285,0,0,0,1368860,2726622,0,0,0,2809913,4173490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15871343,0,0,0,6064018,0,0,552099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430791,0,306136,0,537949,515342,0,0,2171644,0,2240315,0,0,0,0,0,0,2761593,0,761983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boeuf romain,Boeuf,0,0,6188711,0,0,0,1222890,0,1905042,606529,1281782,12171474,3941085,0,0,2892507,0,0,6078860,0,7366982,0,3152736,0,0,1887567,0,1767553,0,0,0,0,0,0,0,9103184,0,4408153,0,2041655,0,0,5874034,0,52961332,0,1664062,0,0,1841292,0,46800120,12784997,0,0,16041024,2299486,0,10876514,0,0,0,0,15395385,0,0,2512573,0,0,0,0,0,0,0,863121,1466808,0,3591005,0,3895912,0,2317327,6704508,11637129,0,0,13285991,0,2423806,0,5171878,3256160,3509006,23000616,0,11782989,0,0,0,0,2228902,677786
boeuf_crane_act6.s1,Boeuf,0,0,11588998,0,0,0,436626,0,6992278,2669583,1758460,21653588,11546148,0,0,9848616,0,0,20556448,0,8378693,0,5657806,12053790,0,0,0,1035983,0,0,0,0,0,0,0,23046596,0,3660140,0,8107375,0,0,8622642,0,74756544,0,445399,0,0,2392846,0,39747268,73461704,0,0,16372290,22395512,0,26588964,0,0,0,0,51650988,0,0,5084446,0,0,0,0,0,0,0,2960207,3768433,0,10506646,0,10242897,0,5498214,33974916,38310388,0,0,53231416,0,5991115,0,16655672,4905354,0,8373612,0,63866636,0,0,0,0,12559991,1451771
boeuf_crane_act6.s2,Boeuf,0,0,10878117,0,0,0,403251,0,6460599,2623790,1443171,20550780,11143650,0,0,9658531,0,0,19552518,0,7637745,0,5511989,11666994,0,0,0,1073644,0,0,0,0,0,0,0,23048060,0,3682736,0,8065074,0,0,8718079,0,71333512,0,453027,0,0,2707450,0,38306332,73034024,0,0,15187528,21174988,0,25281638,0,0,0,0,51033892,0,0,4862820,0,0,0,0,0,0,0,2981493,4021185,0,10227793,0,10202860,0,4980962,30382708,33970132,0,0,49746164,0,5674384,0,15465011,4344660,0,6950622,0,54171168,0,0,0,0,11858258,1407931
boeuf_crane_act6.s3,Boeuf,0,0,10970185,0,0,0,423167,0,7050993,3099766,1439444,21537602,10798608,0,0,9757144,0,0,19476928,0,8198778,0,5614069,12552153,0,0,0,1004568,0,0,0,0,0,0,0,23414138,0,4182350,0,8490548,0,0,8625373,0,72741552,0,473549,0,0,2230145,0,40533836,76145128,0,0,16198038,22470950,0,26483432,0,0,0,0,51889028,0,0,5033648,0,0,0,0,0,0,0,2871718,3822502,0,10066571,0,9823336,0,5163647,31131708,33677596,0,0,49679720,0,5673523,0,16341315,4542591,0,8131996,0,61134540,0,0,0,0,12139645,1765255
boeuf_etui_corne_corne_act9.s1,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,497577,0,0,0,0,8466526,0,0,311767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821047,0,0,807374,0,0,0,1353171,966955,0,0,0,0,0,0,0,0,0,0,1353573,0,1013146,0,0,0,0,0,0
boeuf_etui_corne_corne_act9.s2,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592648,0,6138713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581506,0,0,704786,0,0,0,1043420,0,0,0,0,0,0,0,0,0,0,362934,1238585,0,845967,0,0,0,0,0,0
boeuf_etui_corne_corne_act9.s3,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,689152,0,0,0,0,8040251,0,0,354265,0,0,0,0,0,0,0,0,0,0,0,0,1027700,0,2904511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023755,0,399058,0,1333961,807296,0,0,0,0,0,0,0,0,0,523170,1838517,0,1198855,0,0,0,0,0,0
boeuf_etui_corne_sabot_act3.s1,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boeuf_etui_corne_sabot_act3.s2,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
